,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5214,8.0,70.0,Yes,9.0,1.0,64.0
5215,7.0,58.0,Yes,8.0,0.0,51.0
5216,8.0,59.0,No,6.0,7.0,57.0
5217,3.0,62.0,No,7.0,0.0,40.0
5218,4.0,82.0,Yes,,9.0,
5219,6.0,66.0,Yes,7.0,7.0,58.0
5220,7.0,69.0,No,5.0,4.0,63.0
5221,9.0,60.0,Yes,4.0,3.0,56.0
5222,1.0,83.0,,8.0,7.0,60.0
5223,8.0,74.0,No,7.0,7.0,68.0
5224,8.0,88.0,No,4.0,7.0,82.0
5225,6.0,46.0,No,6.0,2.0,33.0
5226,4.0,61.0,No,7.0,7.0,47.0
5227,3.0,49.0,Yes,8.0,0.0,
5228,3.0,62.0,Yes,5.0,3.0,39.0
5229,6.0,54.0,No,4.0,4.0,41.0
5230,8.0,69.0,Yes,4.0,5.0,61.0
5231,7.0,73.0,No,5.0,4.0,63.0
5232,1.0,52.0,Yes,8.0,4.0,27.0
5233,6.0,99.0,Yes,9.0,4.0,88.0
5234,7.0,43.0,Yes,6.0,8.0,35.0
5235,7.0,57.0,Yes,9.0,9.0,48.0
5236,9.0,95.0,Yes,5.0,9.0,95.0
5237,5.0,62.0,Yes,6.0,2.0,48.0
5238,1.0,72.0,Yes,8.0,1.0,45.0
5239,2.0,73.0,Yes,7.0,9.0,49.0
5240,4.0,73.0,No,7.0,1.0,57.0
5241,5.0,75.0,No,9.0,7.0,61.0
5242,9.0,74.0,Yes,8.0,4.0,75.0
5243,1.0,56.0,Yes,6.0,4.0,26.0
5244,3.0,67.0,Yes,9.0,5.0,47.0
5245,5.0,53.0,No,5.0,8.0,37.0
5246,3.0,73.0,Yes,9.0,6.0,55.0
5247,4.0,87.0,Yes,8.0,4.0,73.0
5248,,50.0,No,8.0,4.0,30.0
5249,4.0,96.0,No,7.0,9.0,
5250,1.0,52.0,No,5.0,8.0,24.0
5251,8.0,72.0,Yes,7.0,8.0,66.0
5252,4.0,96.0,No,6.0,1.0,77.0
5253,7.0,94.0,Yes,6.0,6.0,86.0
5254,2.0,41.0,No,4.0,9.0,13.0
5255,2.0,73.0,Yes,8.0,0.0,52.0
5256,6.0,92.0,Yes,5.0,,80.0
5257,2.0,68.0,Yes,5.0,1.0,44.0
5258,6.0,76.0,No,7.0,9.0,68.0
5259,,43.0,Yes,9.0,8.0,23.0
5260,4.0,51.0,Yes,9.0,5.0,36.0
5261,7.0,65.0,Yes,7.0,3.0,58.0
5262,8.0,97.0,No,9.0,2.0,
5263,3.0,67.0,Yes,5.0,,48.0
5264,9.0,42.0,Yes,7.0,1.0,40.0
5265,2.0,59.0,Yes,9.0,4.0,33.0
5266,8.0,49.0,Yes,4.0,8.0,46.0
5267,8.0,91.0,No,,5.0,87.0
5268,4.0,57.0,Yes,4.0,1.0,39.0
5269,1.0,92.0,No,9.0,5.0,70.0
5270,1.0,92.0,,6.0,8.0,67.0
5271,2.0,92.0,Yes,5.0,3.0,68.0
5272,9.0,66.0,No,4.0,0.0,61.0
5273,2.0,70.0,No,4.0,1.0,51.0
5274,2.0,66.0,No,,4.0,43.0
5275,6.0,81.0,Yes,7.0,9.0,70.0
5276,7.0,40.0,No,7.0,6.0,34.0
5277,7.0,45.0,No,9.0,7.0,33.0
5278,9.0,,Yes,6.0,2.0,46.0
5279,6.0,73.0,Yes,4.0,8.0,60.0
5280,8.0,78.0,No,,1.0,73.0
5281,,59.0,No,7.0,,47.0
5282,2.0,92.0,No,6.0,3.0,67.0
5283,1.0,60.0,Yes,,5.0,37.0
5284,5.0,60.0,No,6.0,9.0,44.0
5285,9.0,57.0,,,5.0,
5286,8.0,60.0,No,5.0,2.0,52.0
5287,4.0,,,4.0,8.0,42.0
5288,5.0,43.0,Yes,7.0,4.0,28.0
5289,5.0,52.0,No,8.0,1.0,31.0
5290,6.0,57.0,Yes,4.0,5.0,42.0
5291,3.0,91.0,No,6.0,2.0,71.0
5292,5.0,68.0,Yes,8.0,7.0,54.0
5293,2.0,64.0,Yes,4.0,2.0,42.0
5294,1.0,95.0,No,8.0,4.0,68.0
5295,1.0,52.0,Yes,6.0,3.0,27.0
5296,7.0,66.0,No,7.0,3.0,
5297,2.0,99.0,Yes,8.0,1.0,77.0
5298,4.0,58.0,Yes,7.0,7.0,43.0
5299,5.0,88.0,Yes,6.0,2.0,73.0
5300,7.0,40.0,No,6.0,3.0,
5301,2.0,77.0,Yes,8.0,5.0,
5302,6.0,58.0,Yes,8.0,8.0,49.0
5303,1.0,91.0,Yes,6.0,3.0,65.0
5304,7.0,40.0,No,8.0,2.0,30.0
5305,9.0,79.0,No,8.0,4.0,
5306,5.0,56.0,Yes,8.0,8.0,43.0
5307,5.0,60.0,Yes,9.0,0.0,49.0
5308,4.0,61.0,No,8.0,4.0,44.0
5309,3.0,54.0,,4.0,,35.0
5310,9.0,89.0,Yes,6.0,4.0,88.0
5311,5.0,78.0,,6.0,6.0,65.0
5312,8.0,87.0,Yes,5.0,6.0,82.0
5313,9.0,78.0,Yes,7.0,6.0,76.0
5314,5.0,71.0,Yes,5.0,0.0,54.0
5315,9.0,88.0,No,8.0,8.0,90.0
5316,2.0,43.0,Yes,,6.0,23.0
5317,9.0,83.0,Yes,4.0,3.0,79.0
5318,4.0,84.0,No,4.0,3.0,65.0
5319,6.0,71.0,No,4.0,1.0,59.0
5320,6.0,43.0,No,4.0,5.0,28.0
5321,6.0,92.0,No,4.0,9.0,79.0
5322,2.0,40.0,,4.0,2.0,11.0
5323,7.0,72.0,No,4.0,0.0,61.0
5324,6.0,46.0,Yes,4.0,4.0,36.0
5325,1.0,48.0,No,9.0,5.0,22.0
5326,2.0,40.0,No,4.0,4.0,20.0
5327,7.0,55.0,No,6.0,4.0,45.0
5328,1.0,57.0,Yes,4.0,9.0,32.0
5329,1.0,93.0,No,7.0,7.0,68.0
5330,1.0,86.0,No,4.0,9.0,55.0
5331,8.0,,No,9.0,0.0,38.0
5332,4.0,41.0,Yes,8.0,7.0,23.0
5333,4.0,48.0,Yes,9.0,6.0,33.0
5334,2.0,43.0,No,9.0,0.0,22.0
5335,1.0,84.0,Yes,8.0,8.0,60.0
5336,9.0,62.0,No,,3.0,58.0
5337,7.0,93.0,Yes,4.0,6.0,84.0
5338,4.0,82.0,No,8.0,2.0,67.0
5339,6.0,84.0,Yes,7.0,7.0,79.0
5340,2.0,82.0,No,5.0,3.0,61.0
5341,7.0,90.0,Yes,6.0,1.0,80.0
5342,2.0,47.0,Yes,8.0,1.0,27.0
5343,,78.0,No,4.0,7.0,72.0
5344,8.0,64.0,No,6.0,7.0,61.0
5345,,55.0,Yes,4.0,0.0,25.0
5346,8.0,74.0,No,5.0,5.0,67.0
5347,2.0,56.0,,5.0,8.0,33.0
5348,6.0,,No,,8.0,46.0
5349,1.0,99.0,No,6.0,1.0,73.0
5350,5.0,66.0,Yes,9.0,7.0,54.0
5351,7.0,54.0,No,6.0,7.0,44.0
5352,1.0,99.0,Yes,9.0,3.0,74.0
5353,2.0,56.0,Yes,5.0,3.0,31.0
5354,7.0,82.0,No,4.0,4.0,73.0
5355,6.0,44.0,,9.0,9.0,34.0
5356,3.0,55.0,Yes,9.0,6.0,
5357,2.0,54.0,No,8.0,0.0,27.0
5358,4.0,81.0,No,7.0,8.0,66.0
5359,3.0,,Yes,,2.0,66.0
5360,7.0,73.0,Yes,9.0,3.0,64.0
5361,8.0,87.0,Yes,5.0,6.0,82.0
5362,2.0,58.0,No,8.0,4.0,34.0
5363,7.0,,No,,4.0,38.0
5364,8.0,86.0,Yes,6.0,0.0,79.0
5365,6.0,49.0,Yes,5.0,1.0,35.0
5366,6.0,44.0,No,8.0,4.0,33.0
5367,1.0,91.0,No,8.0,1.0,
5368,4.0,87.0,No,8.0,0.0,69.0
5369,1.0,92.0,Yes,6.0,9.0,66.0
5370,4.0,65.0,No,5.0,2.0,45.0
5371,2.0,61.0,No,9.0,0.0,37.0
5372,5.0,83.0,Yes,8.0,9.0,71.0
5373,9.0,62.0,No,6.0,7.0,59.0
5374,3.0,52.0,Yes,4.0,,32.0
5375,8.0,48.0,No,7.0,7.0,40.0
5376,3.0,88.0,Yes,5.0,6.0,
5377,,59.0,Yes,6.0,6.0,48.0
5378,4.0,67.0,Yes,7.0,1.0,52.0
5379,8.0,83.0,No,7.0,8.0,79.0
5380,6.0,96.0,No,6.0,6.0,85.0
5381,8.0,76.0,No,9.0,4.0,72.0
5382,1.0,63.0,,9.0,,
5383,6.0,83.0,Yes,6.0,7.0,72.0
5384,1.0,72.0,No,6.0,4.0,
5385,1.0,59.0,No,8.0,5.0,36.0
5386,8.0,99.0,Yes,4.0,3.0,89.0
5387,7.0,87.0,Yes,9.0,1.0,
5388,3.0,69.0,Yes,8.0,6.0,51.0
5389,6.0,83.0,Yes,7.0,1.0,75.0
5390,9.0,48.0,No,7.0,6.0,44.0
5391,7.0,84.0,Yes,7.0,6.0,72.0
5392,3.0,88.0,No,6.0,0.0,66.0
5393,6.0,56.0,No,5.0,9.0,41.0
5394,,75.0,Yes,8.0,,59.0
5395,3.0,53.0,Yes,5.0,2.0,31.0
5396,9.0,,Yes,4.0,2.0,54.0
5397,2.0,46.0,Yes,4.0,5.0,23.0
5398,1.0,98.0,,8.0,2.0,75.0
5399,2.0,42.0,No,7.0,8.0,21.0
5400,7.0,72.0,Yes,9.0,4.0,69.0
5401,1.0,83.0,No,4.0,5.0,56.0
5402,6.0,71.0,Yes,5.0,5.0,60.0
5403,7.0,86.0,No,5.0,7.0,79.0
5404,9.0,50.0,No,,9.0,47.0
5405,8.0,81.0,No,6.0,2.0,72.0
5406,6.0,41.0,Yes,7.0,8.0,31.0
5407,3.0,65.0,Yes,6.0,6.0,45.0
5408,8.0,43.0,Yes,8.0,5.0,40.0
5409,7.0,56.0,No,4.0,0.0,
5410,3.0,56.0,No,9.0,3.0,38.0
5411,9.0,67.0,Yes,9.0,4.0,64.0
5412,,69.0,Yes,9.0,1.0,46.0
5413,3.0,79.0,No,6.0,0.0,58.0
5414,2.0,62.0,No,6.0,1.0,37.0
5415,1.0,85.0,Yes,8.0,7.0,62.0
5416,4.0,63.0,Yes,5.0,,49.0
5417,5.0,68.0,Yes,5.0,5.0,53.0
5418,6.0,43.0,No,8.0,9.0,30.0
5419,5.0,77.0,No,9.0,,59.0
5420,1.0,68.0,Yes,5.0,8.0,40.0
5421,3.0,58.0,Yes,8.0,7.0,37.0
5422,1.0,66.0,Yes,5.0,3.0,41.0
5423,5.0,68.0,Yes,8.0,9.0,56.0
5424,5.0,95.0,Yes,5.0,6.0,81.0
5425,6.0,75.0,No,9.0,2.0,66.0
5426,8.0,74.0,,6.0,5.0,71.0
5427,1.0,91.0,No,6.0,2.0,64.0
5428,4.0,,No,9.0,9.0,31.0
5429,1.0,98.0,No,5.0,2.0,72.0
5430,9.0,62.0,No,9.0,8.0,57.0
5431,7.0,78.0,No,8.0,5.0,67.0
5432,7.0,85.0,No,6.0,7.0,76.0
5433,5.0,83.0,No,4.0,3.0,68.0
5434,7.0,87.0,No,5.0,3.0,78.0
5435,,91.0,,4.0,7.0,68.0
5436,4.0,47.0,Yes,4.0,6.0,25.0
5437,7.0,94.0,Yes,7.0,4.0,86.0
5438,3.0,41.0,Yes,4.0,1.0,15.0
5439,2.0,52.0,Yes,4.0,5.0,28.0
5440,2.0,79.0,No,,0.0,58.0
5441,1.0,96.0,No,7.0,6.0,72.0
5442,5.0,60.0,No,7.0,8.0,45.0
5443,6.0,70.0,No,7.0,4.0,59.0
5444,6.0,91.0,No,8.0,4.0,78.0
5445,9.0,87.0,Yes,7.0,6.0,84.0
5446,4.0,75.0,Yes,9.0,4.0,56.0
5447,1.0,87.0,No,8.0,9.0,62.0
5448,6.0,91.0,Yes,5.0,3.0,
5449,5.0,77.0,Yes,8.0,0.0,62.0
5450,6.0,66.0,Yes,5.0,5.0,54.0
5451,3.0,75.0,,7.0,8.0,57.0
5452,2.0,87.0,Yes,7.0,3.0,61.0
5453,6.0,62.0,No,5.0,9.0,49.0
5454,1.0,94.0,Yes,6.0,3.0,71.0
5455,7.0,60.0,Yes,9.0,4.0,55.0
5456,7.0,52.0,No,8.0,5.0,
5457,7.0,76.0,No,9.0,2.0,68.0
5458,1.0,86.0,No,9.0,8.0,60.0
5459,4.0,65.0,No,,0.0,45.0
5460,,79.0,No,7.0,5.0,72.0
5461,9.0,46.0,No,8.0,5.0,41.0
5462,5.0,85.0,No,9.0,7.0,73.0
5463,2.0,78.0,No,8.0,4.0,57.0
5464,7.0,61.0,Yes,9.0,8.0,55.0
5465,1.0,,No,7.0,8.0,53.0
5466,7.0,62.0,No,9.0,1.0,53.0
5467,6.0,97.0,Yes,5.0,4.0,87.0
5468,7.0,69.0,No,7.0,6.0,61.0
5469,3.0,57.0,,8.0,1.0,38.0
5470,3.0,81.0,No,6.0,6.0,60.0
5471,7.0,57.0,No,9.0,8.0,49.0
5472,2.0,85.0,Yes,5.0,7.0,64.0
5473,1.0,49.0,Yes,7.0,9.0,23.0
5474,9.0,78.0,No,4.0,8.0,72.0
5475,,69.0,Yes,7.0,3.0,
5476,7.0,65.0,Yes,8.0,7.0,59.0
5477,7.0,46.0,Yes,8.0,8.0,38.0
5478,3.0,46.0,Yes,4.0,9.0,24.0
5479,2.0,44.0,Yes,5.0,1.0,18.0
5480,7.0,40.0,Yes,8.0,9.0,33.0
5481,9.0,85.0,No,5.0,2.0,81.0
5482,1.0,57.0,No,5.0,0.0,30.0
5483,4.0,52.0,Yes,7.0,0.0,32.0
5484,6.0,64.0,Yes,5.0,9.0,50.0
5485,7.0,79.0,Yes,9.0,5.0,73.0
5486,7.0,,No,8.0,0.0,38.0
5487,2.0,49.0,No,8.0,4.0,28.0
5488,4.0,71.0,No,6.0,5.0,57.0
5489,5.0,56.0,No,5.0,8.0,41.0
5490,1.0,77.0,No,6.0,5.0,52.0
5491,1.0,54.0,No,7.0,3.0,26.0
5492,3.0,54.0,Yes,6.0,0.0,28.0
5493,3.0,96.0,No,5.0,,74.0
5494,8.0,,No,8.0,6.0,81.0
5495,9.0,79.0,,7.0,4.0,81.0
5496,1.0,90.0,Yes,5.0,5.0,61.0
5497,2.0,59.0,,7.0,9.0,38.0
5498,2.0,54.0,Yes,4.0,7.0,29.0
5499,4.0,74.0,Yes,,0.0,57.0
5500,2.0,45.0,No,4.0,7.0,21.0
5501,7.0,69.0,No,6.0,1.0,57.0
5502,9.0,96.0,No,5.0,1.0,
5503,,47.0,Yes,4.0,7.0,39.0
5504,6.0,70.0,No,9.0,1.0,59.0
5505,1.0,87.0,Yes,8.0,7.0,64.0
5506,9.0,86.0,,6.0,4.0,83.0
5507,5.0,71.0,No,5.0,8.0,
5508,5.0,84.0,No,5.0,8.0,70.0
5509,6.0,97.0,No,8.0,7.0,92.0
5510,9.0,91.0,Yes,8.0,8.0,92.0
5511,8.0,54.0,No,4.0,6.0,47.0
5512,8.0,57.0,Yes,4.0,7.0,51.0
5513,8.0,52.0,No,4.0,5.0,45.0
5514,1.0,63.0,Yes,7.0,8.0,34.0
5515,1.0,79.0,No,6.0,1.0,50.0
5516,8.0,53.0,No,5.0,2.0,45.0
5517,5.0,67.0,Yes,6.0,1.0,54.0
5518,9.0,50.0,Yes,8.0,5.0,52.0
5519,2.0,45.0,No,9.0,2.0,20.0
5520,9.0,95.0,Yes,6.0,0.0,93.0
5521,8.0,64.0,Yes,6.0,,53.0
5522,9.0,40.0,Yes,4.0,4.0,35.0
5523,4.0,64.0,Yes,8.0,3.0,48.0
5524,,41.0,No,,5.0,18.0
5525,1.0,71.0,Yes,5.0,2.0,43.0
5526,5.0,52.0,No,4.0,9.0,36.0
5527,2.0,72.0,No,6.0,5.0,51.0
5528,8.0,71.0,,,9.0,65.0
5529,5.0,95.0,Yes,,0.0,81.0
5530,5.0,63.0,No,,5.0,45.0
5531,2.0,66.0,No,9.0,7.0,46.0
5532,7.0,,No,8.0,9.0,32.0
5533,8.0,63.0,No,8.0,,60.0
5534,1.0,62.0,No,8.0,0.0,33.0
5535,2.0,68.0,Yes,9.0,6.0,45.0
5536,4.0,73.0,No,7.0,,54.0
5537,,60.0,Yes,5.0,9.0,46.0
5538,2.0,69.0,No,8.0,3.0,49.0
5539,1.0,65.0,No,7.0,5.0,38.0
5540,,59.0,Yes,4.0,5.0,53.0
5541,1.0,,Yes,7.0,4.0,30.0
5542,4.0,42.0,No,4.0,9.0,24.0
5543,2.0,88.0,No,9.0,8.0,69.0
5544,4.0,76.0,No,7.0,9.0,57.0
5545,8.0,97.0,No,9.0,7.0,94.0
5546,8.0,79.0,No,8.0,5.0,77.0
5547,,83.0,Yes,7.0,3.0,79.0
5548,5.0,64.0,No,7.0,3.0,50.0
5549,7.0,62.0,No,8.0,8.0,
5550,3.0,,Yes,4.0,3.0,64.0
5551,4.0,98.0,Yes,8.0,6.0,86.0
5552,9.0,40.0,No,5.0,5.0,33.0
5553,1.0,72.0,Yes,7.0,1.0,47.0
5554,2.0,54.0,Yes,5.0,4.0,31.0
5555,5.0,56.0,Yes,8.0,2.0,42.0
5556,3.0,73.0,No,9.0,8.0,54.0
5557,2.0,56.0,No,8.0,9.0,33.0
5558,1.0,91.0,No,6.0,0.0,61.0
5559,3.0,97.0,Yes,5.0,9.0,78.0
5560,1.0,80.0,No,6.0,3.0,55.0
5561,1.0,83.0,No,5.0,3.0,
5562,1.0,43.0,Yes,9.0,8.0,20.0
5563,8.0,52.0,No,6.0,0.0,43.0
5564,3.0,43.0,Yes,6.0,1.0,19.0
5565,1.0,46.0,Yes,5.0,0.0,17.0
5566,7.0,85.0,Yes,8.0,0.0,73.0
5567,3.0,98.0,Yes,4.0,0.0,72.0
5568,8.0,48.0,No,8.0,2.0,39.0
5569,4.0,62.0,No,4.0,3.0,44.0
5570,4.0,72.0,No,5.0,9.0,52.0
5571,5.0,72.0,Yes,7.0,1.0,58.0
5572,6.0,59.0,No,8.0,0.0,45.0
5573,7.0,43.0,No,6.0,,36.0
5574,4.0,40.0,Yes,8.0,5.0,
5575,8.0,93.0,Yes,5.0,1.0,86.0
5576,6.0,81.0,No,7.0,,68.0
5577,1.0,73.0,Yes,7.0,9.0,
5578,1.0,66.0,No,8.0,2.0,40.0
5579,9.0,60.0,Yes,8.0,1.0,58.0
5580,6.0,63.0,Yes,9.0,3.0,53.0
5581,8.0,54.0,No,8.0,4.0,46.0
5582,7.0,74.0,Yes,5.0,7.0,66.0
5583,6.0,64.0,Yes,,5.0,49.0
5584,4.0,94.0,Yes,9.0,8.0,77.0
5585,7.0,48.0,No,4.0,2.0,36.0
5586,9.0,56.0,No,6.0,9.0,55.0
5587,7.0,60.0,No,5.0,8.0,49.0
5588,1.0,99.0,Yes,9.0,3.0,76.0
5589,9.0,52.0,Yes,7.0,7.0,45.0
5590,4.0,42.0,,9.0,9.0,28.0
5591,3.0,43.0,Yes,6.0,6.0,25.0
5592,4.0,43.0,No,7.0,6.0,27.0
5593,4.0,82.0,No,9.0,8.0,67.0
5594,2.0,67.0,Yes,7.0,9.0,44.0
5595,1.0,46.0,No,8.0,1.0,
5596,1.0,65.0,No,7.0,4.0,37.0
5597,8.0,50.0,No,9.0,2.0,43.0
5598,2.0,63.0,,7.0,6.0,43.0
5599,5.0,82.0,No,5.0,2.0,66.0
5600,4.0,49.0,No,8.0,4.0,34.0
5601,8.0,76.0,No,8.0,4.0,77.0
5602,2.0,52.0,No,6.0,1.0,31.0
5603,9.0,83.0,No,8.0,0.0,80.0
5604,7.0,81.0,Yes,4.0,5.0,71.0
5605,7.0,78.0,No,5.0,0.0,69.0
5606,1.0,58.0,No,6.0,8.0,34.0
5607,2.0,90.0,Yes,4.0,9.0,69.0
5608,4.0,58.0,No,7.0,4.0,44.0
5609,4.0,51.0,Yes,4.0,0.0,
5610,3.0,91.0,Yes,6.0,7.0,73.0
5611,7.0,61.0,Yes,8.0,0.0,52.0
5612,8.0,86.0,,5.0,3.0,81.0
5613,2.0,76.0,No,6.0,6.0,52.0
5614,4.0,95.0,No,4.0,3.0,77.0
5615,3.0,69.0,Yes,4.0,4.0,44.0
5616,2.0,85.0,No,6.0,6.0,62.0
5617,6.0,51.0,Yes,9.0,3.0,44.0
5618,4.0,68.0,No,9.0,4.0,51.0
5619,6.0,60.0,No,6.0,6.0,48.0
5620,2.0,50.0,Yes,9.0,0.0,30.0
5621,4.0,99.0,No,6.0,2.0,82.0
5622,6.0,76.0,Yes,8.0,0.0,61.0
5623,5.0,87.0,No,6.0,2.0,72.0
5624,3.0,97.0,No,7.0,1.0,78.0
5625,8.0,57.0,No,5.0,4.0,53.0
5626,7.0,83.0,Yes,5.0,9.0,78.0
5627,3.0,98.0,Yes,7.0,4.0,79.0
5628,6.0,66.0,Yes,4.0,9.0,
5629,4.0,76.0,No,4.0,8.0,58.0
5630,5.0,87.0,Yes,4.0,7.0,72.0
5631,5.0,51.0,Yes,4.0,2.0,37.0
5632,7.0,62.0,Yes,8.0,0.0,56.0
5633,5.0,73.0,No,7.0,,59.0
5634,3.0,77.0,No,5.0,2.0,54.0
5635,5.0,62.0,No,7.0,4.0,47.0
5636,7.0,92.0,No,5.0,8.0,84.0
5637,5.0,64.0,Yes,4.0,0.0,50.0
5638,5.0,43.0,No,8.0,0.0,27.0
5639,9.0,69.0,Yes,6.0,8.0,
5640,3.0,69.0,No,6.0,2.0,48.0
5641,6.0,52.0,Yes,9.0,9.0,42.0
5642,1.0,81.0,Yes,4.0,4.0,55.0
5643,5.0,88.0,No,4.0,8.0,73.0
5644,8.0,53.0,Yes,7.0,4.0,46.0
5645,5.0,95.0,Yes,8.0,,81.0
5646,,86.0,Yes,,8.0,82.0
5647,6.0,47.0,Yes,7.0,6.0,
5648,8.0,94.0,No,8.0,6.0,92.0
5649,8.0,63.0,No,8.0,7.0,59.0
5650,3.0,57.0,Yes,6.0,,35.0
5651,,74.0,No,8.0,1.0,65.0
5652,7.0,64.0,Yes,4.0,8.0,
5653,6.0,56.0,Yes,6.0,2.0,45.0
5654,7.0,71.0,No,4.0,1.0,61.0
5655,2.0,95.0,Yes,4.0,9.0,74.0
5656,9.0,63.0,No,7.0,9.0,60.0
5657,1.0,46.0,Yes,9.0,4.0,23.0
5658,1.0,52.0,No,8.0,7.0,25.0
5659,3.0,66.0,No,8.0,2.0,45.0
5660,3.0,87.0,Yes,8.0,5.0,68.0
5661,1.0,44.0,No,8.0,8.0,21.0
5662,7.0,75.0,Yes,6.0,1.0,65.0
5663,4.0,65.0,No,,7.0,45.0
5664,2.0,81.0,Yes,4.0,9.0,58.0
5665,5.0,84.0,No,9.0,6.0,76.0
5666,6.0,70.0,No,9.0,2.0,57.0
5667,9.0,49.0,No,5.0,0.0,46.0
5668,4.0,85.0,Yes,5.0,5.0,68.0
5669,2.0,65.0,No,5.0,1.0,40.0
5670,5.0,61.0,Yes,6.0,2.0,45.0
5671,3.0,51.0,No,5.0,4.0,31.0
5672,2.0,,No,6.0,7.0,50.0
5673,1.0,66.0,Yes,7.0,1.0,43.0
5674,2.0,72.0,No,7.0,5.0,50.0
5675,6.0,92.0,Yes,9.0,0.0,80.0
5676,8.0,91.0,Yes,7.0,6.0,90.0
5677,3.0,59.0,Yes,6.0,3.0,38.0
5678,9.0,78.0,Yes,,0.0,73.0
5679,9.0,80.0,Yes,4.0,8.0,78.0
5680,2.0,79.0,No,5.0,8.0,54.0
5681,8.0,98.0,Yes,8.0,2.0,92.0
5682,5.0,52.0,,8.0,5.0,39.0
5683,4.0,53.0,Yes,5.0,6.0,41.0
5684,5.0,83.0,Yes,8.0,3.0,71.0
5685,4.0,79.0,No,8.0,5.0,65.0
5686,8.0,92.0,No,8.0,8.0,
5687,4.0,61.0,Yes,9.0,9.0,47.0
5688,6.0,57.0,Yes,6.0,5.0,42.0
5689,2.0,87.0,No,6.0,6.0,62.0
5690,5.0,68.0,No,6.0,5.0,54.0
5691,6.0,82.0,Yes,5.0,6.0,71.0
5692,5.0,55.0,Yes,7.0,0.0,42.0
5693,2.0,85.0,Yes,9.0,5.0,64.0
5694,7.0,74.0,No,9.0,8.0,70.0
5695,4.0,92.0,Yes,8.0,2.0,77.0
5696,8.0,73.0,No,4.0,5.0,62.0
5697,7.0,42.0,No,6.0,3.0,28.0
5698,7.0,43.0,Yes,9.0,6.0,36.0
5699,9.0,93.0,Yes,9.0,6.0,92.0
5700,1.0,44.0,No,4.0,8.0,18.0
5701,6.0,49.0,Yes,8.0,3.0,37.0
5702,6.0,,Yes,9.0,7.0,81.0
5703,,68.0,No,9.0,7.0,57.0
5704,6.0,71.0,Yes,7.0,7.0,61.0
5705,7.0,70.0,No,4.0,7.0,62.0
5706,6.0,41.0,No,8.0,5.0,27.0
5707,1.0,51.0,Yes,8.0,7.0,26.0
5708,3.0,66.0,No,6.0,,48.0
5709,2.0,44.0,No,7.0,9.0,18.0
5710,6.0,76.0,Yes,8.0,1.0,66.0
5711,8.0,66.0,No,7.0,2.0,59.0
5712,3.0,62.0,,6.0,5.0,41.0
5713,8.0,72.0,No,4.0,6.0,64.0
5714,8.0,43.0,No,9.0,3.0,40.0
5715,5.0,98.0,No,9.0,0.0,84.0
5716,8.0,60.0,No,5.0,3.0,51.0
5717,6.0,63.0,No,5.0,,
5718,5.0,83.0,No,5.0,7.0,67.0
5719,,70.0,No,9.0,3.0,70.0
5720,7.0,83.0,Yes,7.0,9.0,
5721,8.0,87.0,No,5.0,0.0,80.0
5722,1.0,63.0,Yes,4.0,4.0,35.0
5723,2.0,88.0,No,8.0,6.0,65.0
5724,8.0,92.0,No,7.0,5.0,86.0
5725,9.0,49.0,Yes,9.0,2.0,45.0
5726,4.0,88.0,Yes,4.0,,69.0
5727,9.0,88.0,Yes,9.0,3.0,86.0
5728,4.0,89.0,No,7.0,4.0,75.0
5729,9.0,41.0,Yes,7.0,6.0,39.0
5730,7.0,70.0,No,7.0,1.0,59.0
5731,2.0,64.0,No,6.0,3.0,42.0
5732,9.0,43.0,Yes,,3.0,42.0
5733,4.0,90.0,No,5.0,,70.0
5734,8.0,50.0,Yes,6.0,6.0,48.0
5735,7.0,56.0,Yes,8.0,3.0,49.0
5736,7.0,83.0,Yes,9.0,9.0,78.0
5737,8.0,41.0,Yes,5.0,0.0,34.0
5738,1.0,45.0,No,6.0,0.0,18.0
5739,5.0,48.0,No,6.0,4.0,33.0
5740,2.0,44.0,Yes,4.0,0.0,20.0
5741,2.0,59.0,Yes,6.0,2.0,35.0
5742,,68.0,No,7.0,8.0,46.0
5743,5.0,60.0,No,9.0,2.0,
5744,2.0,48.0,Yes,6.0,2.0,23.0
5745,4.0,67.0,No,7.0,8.0,51.0
5746,3.0,94.0,No,,4.0,75.0
5747,3.0,47.0,No,8.0,7.0,27.0
5748,2.0,70.0,No,7.0,,48.0
5749,6.0,59.0,Yes,4.0,8.0,45.0
5750,2.0,66.0,No,4.0,5.0,40.0
5751,8.0,47.0,Yes,8.0,6.0,42.0
5752,8.0,93.0,Yes,9.0,6.0,90.0
5753,5.0,60.0,Yes,6.0,6.0,45.0
5754,7.0,67.0,No,8.0,3.0,55.0
5755,4.0,62.0,No,8.0,1.0,45.0
5756,1.0,45.0,Yes,7.0,1.0,20.0
5757,2.0,42.0,No,4.0,6.0,15.0
5758,4.0,44.0,Yes,9.0,9.0,28.0
5759,1.0,48.0,Yes,7.0,6.0,
5760,8.0,46.0,No,8.0,9.0,39.0
5761,,99.0,No,5.0,6.0,96.0
5762,4.0,,No,6.0,7.0,24.0
5763,3.0,78.0,Yes,8.0,2.0,63.0
5764,2.0,44.0,Yes,7.0,,19.0
5765,5.0,50.0,No,5.0,5.0,31.0
5766,3.0,54.0,Yes,5.0,7.0,35.0
