,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2570,,2.0,18500.0,1000.0,3 out of 4,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,Bachelors/Family,2.0,
2571,2022-06-04,1.0,24000.0,600.0,4 out of 4,Carpet Area,Rajouri Garden,Delhi,Furnished,Bachelors,1.0,Contact Agent
2572,2022-05-27,2.0,11000.0,65.0,Ground out of 4,Super Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors/Family,,Contact Owner
2573,2022-05-19,3.0,,1700.0,1 out of 1,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2574,2022-07-06,3.0,70000.0,1800.0,Ground out of 4,Carpet Area,Lajpat Nagar 3,Delhi,,Bachelors/Family,,Contact Agent
2575,,2.0,12000.0,1000.0,3 out of 4,Super Area,Uttam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2576,2022-07-09,2.0,22000.0,900.0,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2577,2022-06-10,4.0,200000.0,2300.0,1 out of 1,Super Area,Shanti Niketan,Delhi,Semi-Furnished,Bachelors/Family,4.0,Contact Owner
2578,2022-05-01,2.0,20000.0,75.0,1 out of 3,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2579,2022-05-18,3.0,45000.0,200.0,1 out of 4,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2580,2022-05-23,1.0,8000.0,200.0,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,,Bachelors,1.0,Contact Agent
2581,2022-05-27,1.0,8000.0,200.0,,Carpet Area,kst chattarpur Apartments,,Unfurnished,Bachelors,1.0,Contact Agent
2582,2022-05-18,2.0,9500.0,450.0,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
2583,2022-07-07,2.0,25000.0,750.0,1 out of 4,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2.0,Contact Agent
2584,2022-05-27,2.0,12000.0,400.0,1 out of 4,Carpet Area,,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2585,2022-06-11,2.0,24000.0,84.0,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2.0,
2586,2022-05-05,2.0,27000.0,90.0,2 out of 3,Super Area,Rohini Sector 8,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2587,2022-07-04,2.0,18000.0,90.0,2 out of 4,Super Area,Mansarovar garden,Delhi,,Bachelors/Family,2.0,Contact Owner
2588,2022-06-20,2.0,17000.0,500.0,1 out of 3,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2589,2022-05-10,2.0,15000.0,75.0,4 out of 5,Super Area,Adarsh Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2590,2022-05-23,1.0,13000.0,512.0,1 out of 3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1.0,Contact Agent
2591,2022-06-11,3.0,70000.0,1500.0,1 out of 3,Carpet Area,Vasant Kunj,Delhi,,Bachelors,3.0,Contact Agent
2592,2022-07-09,1.0,14000.0,446.0,2 out of 4,Super Area,"Amar Colony, Lajpat Nagar",,Unfurnished,Bachelors/Family,1.0,Contact Owner
2593,2022-05-14,3.0,32000.0,1100.0,4 out of 5,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,2.0,
2594,2022-05-10,1.0,4000.0,125.0,1 out of 2,Super Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2595,2022-05-10,3.0,100000.0,1800.0,3 out of 5,Super Area,,Delhi,Furnished,Bachelors/Family,3.0,Contact Owner
2596,2022-06-16,3.0,20000.0,,1 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2597,,3.0,30000.0,2000.0,7 out of 10,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,Family,2.0,Contact Owner
2598,,2.0,150000.0,1200.0,2 out of 3,Carpet Area,Greater Kailash 1,Delhi,,Bachelors,2.0,Contact Owner
2599,,3.0,19500.0,125.0,1 out of 4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,2.0,Contact Owner
2600,2022-05-24,,18000.0,730.0,2 out of 3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2601,2022-05-07,,25000.0,160.0,3 out of 3,,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2602,2022-05-05,2.0,18000.0,1000.0,Ground out of 2,Super Area,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2603,2022-05-05,1.0,10000.0,450.0,1 out of 5,Super Area,Paschim Vihar,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2604,2022-05-05,2.0,12000.0,75.0,2 out of 4,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2605,2022-06-18,3.0,25000.0,2000.0,1 out of 3,,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,,Contact Agent
2606,2022-06-18,4.0,40000.0,2400.0,4 out of 4,Super Area,Preet Vihar,Delhi,Unfurnished,Bachelors,3.0,Contact Agent
2607,2022-06-18,2.0,30000.0,1800.0,,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2608,2022-06-18,3.0,29000.0,1800.0,Ground out of 3,Super Area,Mausam Vihar,Delhi,Unfurnished,Family,3.0,Contact Agent
2609,,3.0,35000.0,2200.0,2 out of 4,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,,3.0,Contact Agent
2610,2022-06-18,3.0,21000.0,,Ground out of 2,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2611,2022-06-18,3.0,31000.0,900.0,3 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2612,,2.0,8000.0,75.0,2 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2613,2022-05-05,2.0,15500.0,75.0,,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2614,,,32000.0,1800.0,3 out of 4,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2615,2022-06-18,3.0,30000.0,160.0,2 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2616,2022-07-04,4.0,42000.0,2700.0,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4.0,Contact Agent
2617,2022-05-23,3.0,20500.0,1050.0,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,,Contact Agent
2618,2022-05-09,3.0,60000.0,1800.0,2 out of 3,Super Area,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3.0,Contact Owner
2619,2022-05-23,2.0,,2700.0,1 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2.0,Contact Agent
2620,2022-05-14,1.0,16000.0,499.0,2 out of 3,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1.0,Contact Owner
2621,2022-05-17,1.0,8500.0,450.0,,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2622,,1.0,14000.0,60.0,3 out of 4,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1.0,
2623,2022-05-11,,140000.0,2200.0,Ground out of 3,Super Area,Defence Colony,Delhi,Unfurnished,Bachelors/Family,,Contact Agent
2624,2022-04-29,2.0,8000.0,130.0,Ground out of 3,,Raj Nagar 2,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2625,2022-04-29,3.0,12500.0,650.0,3 out of 4,Super Area,Chirag Delhi,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2626,2022-04-29,2.0,14000.0,100.0,3 out of 4,Super Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2627,2022-04-29,2.0,6000.0,45.0,2 out of 3,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2628,2022-04-29,2.0,10000.0,,2 out of 3,Super Area,Trilokpuri,Delhi,Unfurnished,,2.0,
2629,,3.0,15000.0,800.0,Ground out of 4,Super Area,Kadipur,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2630,2022-06-08,3.0,8000.0,1500.0,1 out of 1,Carpet Area,,Delhi,Unfurnished,Bachelors/Family,3.0,Contact Owner
2631,2022-07-07,1.0,10000.0,30.0,1 out of 5,Super Area,Mahipalpur,Delhi,Furnished,,1.0,Contact Owner
2632,2022-05-12,1.0,8500.0,55.0,Ground out of 3,,Gharoli,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2633,,2.0,25000.0,900.0,Ground out of 3,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2634,2022-06-22,2.0,13000.0,1000.0,,Carpet Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2635,2022-05-27,1.0,6000.0,360.0,1 out of 2,,Ghitorni,Delhi,,Bachelors/Family,,Contact Owner
2636,2022-05-06,1.0,7000.0,450.0,1 out of 4,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2637,2022-05-05,2.0,22000.0,900.0,4 out of 5,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2638,,2.0,40000.0,1100.0,2 out of 4,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,,Contact Owner
2639,2022-05-05,2.0,22000.0,700.0,Ground out of 2,Super Area,Rohini Sector 7,Delhi,,Bachelors/Family,2.0,
2640,2022-04-29,1.0,4500.0,400.0,1 out of 2,Super Area,Sagar Pur,Delhi,Unfurnished,,1.0,Contact Owner
2641,2022-04-29,3.0,15000.0,950.0,,Super Area,Rohini Sector 4,Delhi,,Bachelors/Family,2.0,
2642,2022-06-30,,130000.0,,1 out of 5,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
2643,2022-06-18,2.0,23000.0,950.0,3 out of 3,Carpet Area,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2644,,3.0,45000.0,1100.0,1 out of 4,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2645,2022-05-29,1.0,,497.0,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1.0,
2646,2022-04-29,3.0,13000.0,100.0,3 out of 4,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2.0,
2647,2022-05-05,2.0,10000.0,70.0,1 out of 4,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2648,2022-05-05,2.0,,55.0,2 out of 4,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2649,2022-05-05,1.0,6500.0,300.0,,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2650,2022-06-29,1.0,,400.0,2 out of 4,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1.0,Contact Owner
2651,2022-05-05,,7000.0,500.0,2 out of 4,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2.0,
2652,2022-06-08,,17401.0,650.0,4 out of 4,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2653,2022-05-18,1.0,5500.0,630.0,Ground out of 2,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2654,2022-04-29,1.0,20000.0,450.0,1 out of 3,Super Area,DS 19,,Unfurnished,Family,,Contact Owner
2655,2022-04-29,2.0,7000.0,500.0,1 out of 2,Super Area,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2656,2022-05-22,,190000.0,200.0,,Carpet Area,,Delhi,Unfurnished,Bachelors,5.0,Contact Agent
2657,2022-04-29,2.0,13000.0,95.0,1 out of 4,Super Area,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2658,2022-07-02,4.0,60000.0,272.0,Ground out of 4,Carpet Area,Model Town,,Furnished,Bachelors,,
2659,2022-05-27,2.0,17000.0,800.0,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2660,2022-05-27,2.0,16000.0,50.0,2 out of 4,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2661,2022-07-05,1.0,9500.0,400.0,2 out of 4,Super Area,,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2662,2022-04-29,1.0,5000.0,450.0,Ground out of 3,Super Area,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,,
2663,2022-06-18,3.0,27000.0,1800.0,2 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2664,2022-06-18,3.0,29000.0,,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2665,2022-06-18,3.0,29000.0,2000.0,1 out of 4,Carpet Area,,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2666,2022-05-26,4.0,37000.0,2700.0,2 out of 3,Carpet Area,,Delhi,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
2667,,4.0,36000.0,2700.0,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3.0,
2668,2022-05-26,,35000.0,1800.0,4 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3.0,
2669,2022-05-26,4.0,,2700.0,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,,Contact Agent
2670,2022-05-26,3.0,,1800.0,1 out of 4,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2671,2022-07-04,3.0,30000.0,1800.0,2 out of 3,Carpet Area,,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2672,2022-05-08,3.0,20000.0,,2 out of 3,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2673,2022-06-17,1.0,8500.0,600.0,1 out of 4,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2674,2022-05-14,1.0,,350.0,2 out of 5,Super Area,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2675,2022-06-18,2.0,14000.0,,2 out of 4,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2676,2022-05-14,3.0,55000.0,1800.0,1 out of 3,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3.0,Contact Agent
2677,2022-06-18,2.0,25000.0,900.0,3 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2678,2022-05-23,3.0,20500.0,1150.0,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2679,2022-05-31,4.0,28000.0,1400.0,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2680,2022-05-10,1.0,5000.0,500.0,Ground out of 4,Super Area,Mahavir Enclave Part 1,Delhi,Semi-Furnished,,1.0,Contact Owner
2681,2022-06-18,4.0,35000.0,,2 out of 4,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2682,2022-06-18,3.0,30000.0,1800.0,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2683,2022-06-16,1.0,10000.0,500.0,3 out of 4,Carpet Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Agent
2684,2022-04-29,1.0,11000.0,500.0,Ground out of 4,Super Area,Rohini Sector 17,,Unfurnished,Bachelors/Family,1.0,
2685,2022-05-05,2.0,17000.0,80.0,1 out of 4,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2.0,
2686,2022-05-23,2.0,35000.0,1000.0,2 out of 4,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2687,,3.0,30000.0,1600.0,6 out of 10,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2.0,
2688,2022-06-07,4.0,30000.0,1800.0,6 out of 8,Super Area,,Delhi,Semi-Furnished,Bachelors/Family,4.0,
2689,2022-05-27,2.0,13000.0,400.0,Ground out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2690,2022-04-29,2.0,13000.0,900.0,Ground out of 3,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2691,2022-07-07,1.0,11000.0,480.0,4 out of 5,Carpet Area,East Of Kailash,,Unfurnished,Bachelors/Family,1.0,Contact Agent
2692,,,13000.0,180.0,2 out of 2,Carpet Area,Lajpat Nagar 1,,Unfurnished,Bachelors,1.0,Contact Owner
2693,2022-07-09,2.0,,1000.0,1 out of 3,Carpet Area,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2.0,Contact Agent
2694,2022-05-23,3.0,,1120.0,2 out of 3,Super Area,gg1 vikas puri,,Unfurnished,Bachelors/Family,2.0,Contact Owner
2695,,3.0,70000.0,1800.0,2 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2696,2022-07-02,3.0,30000.0,1200.0,1 out of 3,Carpet Area,,Delhi,Semi-Furnished,Bachelors/Family,2.0,
2697,2022-05-21,1.0,9000.0,550.0,1 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
2698,2022-06-30,2.0,14500.0,1400.0,,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1.0,Contact Owner
2699,2022-05-27,3.0,50000.0,1600.0,2 out of 4,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2700,2022-05-16,1.0,20000.0,650.0,1 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,,,Contact Agent
2701,,4.0,15000.0,120.0,Ground out of 2,Super Area,Rohini Sector 38,Delhi,Furnished,,4.0,
2702,2022-06-02,2.0,,450.0,1 out of 3,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2703,2022-07-07,1.0,13500.0,520.0,Ground out of 4,Super Area,,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2704,2022-06-13,1.0,14000.0,850.0,2 out of 4,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2705,2022-06-24,2.0,18000.0,850.0,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,,Contact Agent
2706,2022-05-09,2.0,14000.0,585.0,2 out of 4,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2707,2022-05-11,3.0,65000.0,1600.0,Ground out of 4,Carpet Area,East Of Kailash,Delhi,Furnished,,2.0,Contact Agent
2708,2022-05-05,2.0,22000.0,950.0,2 out of 5,Super Area,,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2709,2022-04-29,1.0,4000.0,120.0,1 out of 2,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2710,2022-05-14,2.0,10000.0,500.0,3 out of 3,Super Area,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2711,2022-05-14,1.0,7500.0,200.0,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2712,2022-05-05,1.0,17000.0,550.0,2 out of 4,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,,1.0,Contact Owner
2713,2022-07-06,1.0,18000.0,650.0,,Carpet Area,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
2714,2022-07-07,4.0,70000.0,2800.0,6 out of 10,Carpet Area,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4.0,Contact Agent
2715,2022-06-30,1.0,10000.0,50.0,3 out of 4,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2716,2022-06-08,2.0,15000.0,,4 out of 4,Carpet Area,Dori Walan,Delhi,,Bachelors/Family,1.0,Contact Owner
2717,2022-07-04,2.0,16500.0,90.0,4 out of 5,Super Area,DS 19,Delhi,,Bachelors/Family,2.0,Contact Owner
2718,2022-06-30,3.0,100000.0,2925.0,1 out of 4,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2719,2022-05-28,1.0,7500.0,150.0,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2720,2022-06-26,2.0,6000.0,450.0,1 out of 3,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2721,2022-05-08,2.0,18000.0,750.0,4 out of 4,,Mahavir Enclave Part 1,,Unfurnished,Bachelors,2.0,Contact Owner
2722,2022-05-22,2.0,,975.0,Ground out of 3,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2723,2022-04-29,3.0,8000.0,106.0,,Super Area,Burari,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2724,2022-05-05,2.0,14000.0,750.0,4 out of 6,,Mehrauli,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2725,,2.0,11000.0,80.0,2 out of 4,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2726,2022-05-14,,25000.0,96.0,2 out of 5,Super Area,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2727,2022-04-29,1.0,9000.0,500.0,1 out of 3,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1.0,
2728,2022-05-14,3.0,47000.0,1550.0,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2729,2022-06-07,2.0,20000.0,1000.0,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2730,2022-04-29,1.0,6000.0,400.0,2 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2731,2022-04-29,1.0,5000.0,450.0,,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1.0,
2732,2022-04-29,2.0,20000.0,1000.0,3 out of 4,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1.0,Contact Owner
2733,2022-04-29,,10000.0,450.0,2 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2734,2022-07-04,3.0,15000.0,100.0,,Super Area,Chhattarpur,,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2735,2022-05-14,2.0,13500.0,550.0,2 out of 4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2.0,
2736,2022-05-10,1.0,5500.0,400.0,2 out of 3,,Bindapur,,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2737,2022-05-10,1.0,14000.0,60.0,1 out of 5,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2738,,4.0,18000.0,900.0,,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2739,2022-04-27,,20000.0,700.0,1 out of 5,Super Area,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2740,2022-06-28,2.0,,500.0,2 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2741,2022-06-14,3.0,80000.0,2000.0,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,3.0,Contact Agent
2742,2022-07-04,2.0,7500.0,400.0,2 out of 3,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2743,2022-06-27,3.0,30000.0,1500.0,1 out of 4,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2.0,Contact Agent
2744,2022-04-29,2.0,13000.0,70.0,2 out of 4,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2745,2022-07-01,2.0,8500.0,,2 out of 4,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2746,2022-05-24,3.0,44300.0,200.0,1 out of 4,,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2747,2022-07-04,2.0,45000.0,1650.0,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,2.0,Contact Agent
2748,2022-06-22,2.0,30000.0,1150.0,3 out of 3,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,,Contact Agent
2749,2022-05-30,2.0,40000.0,1800.0,Ground out of 3,Carpet Area,,Delhi,Furnished,,2.0,Contact Agent
2750,2022-06-11,4.0,530000.0,4000.0,3 out of 4,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5.0,Contact Agent
2751,2022-05-14,2.0,12000.0,900.0,1 out of 2,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2752,2022-06-15,2.0,13500.0,700.0,1 out of 2,Super Area,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2753,2022-04-28,2.0,30000.0,900.0,2 out of 4,Super Area,,Delhi,Unfurnished,,2.0,Contact Owner
2754,2022-05-03,1.0,9500.0,400.0,2 out of 2,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2755,2022-05-16,4.0,200000.0,2700.0,Ground out of 3,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,,4.0,
2756,2022-05-10,3.0,30000.0,2000.0,Ground out of 2,Super Area,Rohini Sector 15,Delhi,,Bachelors/Family,3.0,
