age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
32,no,technician,single,secondary,792,no,no,cellular,2,unknown,no,58
31,yes,technician,single,secondary,1771,yes,no,unknown,2,unknown,no,624
41,yes,admin.,single,secondary,1020,yes,no,unknown,1,unknown,yes,365
43,no,management,divorced,secondary,0,no,no,cellular,3,unknown,no,0
50,no,technician,divorced,secondary,-403,no,yes,cellular,2,failure,no,0
56,no,blue-collar,married,primary,6677,yes,no,telephone,4,unknown,no,350
51,no,housemaid,married,primary,137,no,no,cellular,2,unknown,no,0
47,no,management,single,secondary,-246,yes,no,cellular,1,failure,no,0
25,yes,blue-collar,single,secondary,249,yes,no,unknown,5,unknown,no,105
52,no,housemaid,married,tertiary,43,no,no,cellular,2,unknown,no,41
44,no,self-employed,married,secondary,6553,no,no,unknown,2,unknown,no,353
57,no,management,married,tertiary,2845,yes,no,telephone,5,unknown,yes,167
52,yes,self-employed,married,tertiary,6657,no,no,telephone,1,unknown,yes,2354
36,no,entrepreneur,married,secondary,24,yes,no,cellular,1,failure,no,0
38,no,self-employed,single,secondary,1146,yes,no,unknown,2,unknown,no,73
28,no,management,single,tertiary,1,no,no,cellular,11,unknown,no,35
33,no,management,single,tertiary,2059,no,no,cellular,2,unknown,no,126
59,no,retired,divorced,secondary,514,no,no,cellular,1,unknown,yes,40
49,yes,blue-collar,married,primary,128,no,no,cellular,2,unknown,yes,84
43,no,technician,married,secondary,-496,yes,no,unknown,2,unknown,no,0
38,no,blue-collar,divorced,primary,0,no,no,unknown,2,unknown,no,0
31,no,blue-collar,single,secondary,1565,yes,no,cellular,6,unknown,no,101
44,no,management,married,tertiary,-68,no,yes,cellular,4,unknown,no,0
27,no,blue-collar,married,primary,-413,no,yes,unknown,6,unknown,yes,0
41,no,blue-collar,married,secondary,108,yes,yes,unknown,1,unknown,no,0
34,no,blue-collar,single,secondary,89,yes,yes,unknown,2,unknown,no,0
40,yes,blue-collar,married,secondary,1954,no,no,cellular,2,unknown,yes,686
36,no,blue-collar,married,primary,0,no,no,telephone,1,unknown,no,0
36,yes,technician,single,tertiary,40,no,no,cellular,3,unknown,no,44
34,no,admin.,married,primary,412,yes,no,cellular,1,failure,no,0
26,no,technician,married,tertiary,450,yes,yes,unknown,1,unknown,no,41
46,yes,services,married,secondary,417,no,no,cellular,2,unknown,no,166
33,yes,technician,single,secondary,2979,no,no,cellular,2,failure,yes,1055
28,no,admin.,single,secondary,3,no,no,cellular,2,unknown,no,35
25,no,admin.,single,tertiary,1185,no,no,cellular,1,unknown,no,70
34,yes,admin.,married,secondary,2374,yes,no,cellular,1,failure,yes,829
44,no,management,married,tertiary,6945,no,no,cellular,3,unknown,no,380
48,no,blue-collar,married,secondary,865,yes,no,cellular,2,unknown,no,68
42,no,blue-collar,divorced,primary,28,yes,no,unknown,3,unknown,no,0
35,no,technician,married,secondary,254,no,no,cellular,7,unknown,no,30
43,no,management,divorced,tertiary,9,yes,no,cellular,5,failure,no,0
46,no,admin.,married,unknown,1106,no,no,telephone,13,unknown,no,81
31,no,admin.,single,secondary,862,yes,no,cellular,2,unknown,no,74
26,no,management,married,tertiary,784,yes,yes,cellular,2,failure,no,38
45,no,admin.,married,unknown,2033,no,no,cellular,4,unknown,no,136
58,no,blue-collar,married,secondary,371,no,no,cellular,2,unknown,no,30
29,no,blue-collar,married,secondary,321,yes,yes,cellular,2,unknown,no,0
26,yes,unemployed,single,secondary,622,no,no,cellular,2,unknown,yes,242
34,yes,management,married,tertiary,611,no,no,cellular,1,unknown,yes,249
39,no,admin.,married,secondary,1577,yes,no,unknown,15,unknown,no,89
66,yes,retired,married,secondary,2326,no,yes,cellular,1,success,yes,834
33,no,student,married,tertiary,476,yes,no,cellular,1,unknown,no,32
38,no,blue-collar,married,primary,3242,yes,no,cellular,5,failure,no,162
41,no,admin.,married,primary,1314,yes,no,cellular,1,failure,no,81
37,no,technician,married,secondary,146,yes,yes,cellular,2,failure,no,0
64,yes,retired,married,secondary,5966,yes,no,cellular,1,unknown,yes,2101
46,no,technician,married,tertiary,-582,yes,no,cellular,4,other,no,0
50,yes,technician,single,tertiary,339,yes,no,unknown,3,unknown,no,143
34,no,management,married,tertiary,118,no,yes,telephone,3,unknown,no,0
33,yes,housemaid,married,primary,2054,no,no,cellular,6,unknown,yes,730
34,no,management,single,tertiary,11350,yes,no,cellular,1,failure,no,581
33,no,management,married,tertiary,11149,yes,no,unknown,2,unknown,no,572
49,no,blue-collar,married,unknown,2635,no,no,cellular,2,unknown,no,145
49,no,blue-collar,married,secondary,457,yes,yes,unknown,2,unknown,no,0
38,no,management,married,unknown,1257,no,no,cellular,6,unknown,no,89
44,yes,technician,single,secondary,244,yes,no,cellular,4,unknown,yes,94
46,no,management,single,secondary,5993,no,no,cellular,1,failure,no,317
33,no,technician,single,secondary,3264,no,no,cellular,4,unknown,no,187
43,no,technician,married,primary,4844,yes,no,cellular,1,unknown,no,244
36,yes,services,married,secondary,2984,yes,no,unknown,1,unknown,yes,1061
37,no,management,married,tertiary,393,yes,no,cellular,3,failure,yes,34
26,no,management,single,tertiary,2356,yes,no,cellular,6,unknown,no,141
37,no,management,single,tertiary,0,no,no,cellular,1,other,no,0
30,yes,admin.,single,secondary,1309,no,no,cellular,1,unknown,yes,486
47,no,blue-collar,married,primary,145,no,no,unknown,1,unknown,no,32
30,yes,management,single,tertiary,697,no,no,cellular,2,success,yes,253
29,yes,blue-collar,single,secondary,2,yes,yes,cellular,5,unknown,yes,0
26,no,entrepreneur,single,tertiary,725,no,no,cellular,2,other,yes,61
33,no,self-employed,married,tertiary,1676,yes,no,cellular,2,failure,no,106
59,yes,technician,married,secondary,2308,no,no,cellular,1,other,yes,842
43,yes,blue-collar,married,primary,2598,no,no,cellular,2,unknown,no,927
31,yes,unemployed,divorced,primary,0,yes,no,unknown,12,unknown,yes,0
51,no,blue-collar,married,primary,1126,yes,no,cellular,3,unknown,no,90
44,no,blue-collar,married,secondary,294,yes,no,cellular,1,failure,no,31
32,no,services,married,primary,197,yes,no,cellular,6,unknown,no,0
30,yes,admin.,single,secondary,1282,yes,no,cellular,3,other,no,464
51,no,admin.,married,secondary,227,no,no,cellular,1,unknown,no,0
24,yes,student,single,secondary,597,yes,no,cellular,3,unknown,yes,207
48,no,technician,married,secondary,164,no,no,cellular,4,unknown,no,0
52,no,blue-collar,married,primary,1705,no,no,cellular,3,unknown,no,95
34,yes,management,married,tertiary,2374,yes,yes,cellular,2,failure,yes,856
40,no,retired,single,primary,-79,no,no,cellular,1,failure,no,0
49,no,admin.,married,tertiary,255,yes,no,cellular,6,unknown,no,37
42,no,services,single,unknown,410,no,no,cellular,2,unknown,no,60
31,no,management,married,tertiary,4720,yes,no,cellular,2,unknown,no,240
63,no,housemaid,married,primary,3173,no,no,telephone,1,unknown,no,183
58,yes,housemaid,divorced,secondary,0,no,no,cellular,2,unknown,yes,0
58,yes,unemployed,married,secondary,687,yes,no,cellular,2,unknown,yes,265
26,no,technician,single,tertiary,813,yes,no,unknown,3,unknown,no,74
31,yes,admin.,single,secondary,1016,yes,no,unknown,5,unknown,no,378
28,yes,self-employed,single,tertiary,442,no,no,cellular,3,other,yes,159
51,no,technician,married,secondary,500,yes,no,cellular,6,unknown,no,37
24,no,blue-collar,married,secondary,-254,yes,yes,unknown,2,unknown,no,0
37,yes,blue-collar,married,secondary,125,no,no,unknown,2,unknown,yes,56
58,no,retired,married,secondary,32948,no,no,unknown,2,unknown,no,1645
41,no,blue-collar,married,primary,449,yes,no,cellular,6,unknown,no,40
69,yes,retired,single,tertiary,2144,no,no,cellular,1,success,yes,771
32,yes,management,married,tertiary,8,yes,no,cellular,2,unknown,no,0
27,yes,management,single,tertiary,703,yes,no,unknown,3,unknown,yes,257
34,yes,management,married,tertiary,1778,no,no,cellular,1,failure,yes,632
42,no,unemployed,single,primary,8037,no,no,cellular,2,unknown,no,410
54,yes,retired,married,secondary,3538,no,no,cellular,1,unknown,yes,1279
33,yes,technician,single,secondary,163,yes,no,cellular,2,unknown,yes,82
39,no,technician,married,secondary,1048,no,yes,cellular,1,unknown,no,64
39,yes,technician,single,secondary,1435,no,no,cellular,1,other,yes,503
49,yes,admin.,single,secondary,1150,yes,no,cellular,2,failure,no,413
36,no,entrepreneur,married,secondary,-280,no,no,unknown,1,unknown,no,0
36,no,technician,married,secondary,412,yes,yes,unknown,1,unknown,no,51
36,no,admin.,divorced,tertiary,281,no,no,cellular,2,other,no,40
51,no,blue-collar,married,primary,1238,no,no,unknown,10,unknown,no,79
54,no,admin.,married,primary,546,yes,no,telephone,1,unknown,no,64
32,yes,blue-collar,single,secondary,2696,yes,no,cellular,2,failure,no,970
25,yes,services,single,secondary,628,no,no,cellular,1,unknown,no,227
27,no,management,single,secondary,843,no,no,cellular,2,success,no,67
30,no,unemployed,single,tertiary,1159,no,no,cellular,1,success,no,79
35,no,admin.,married,secondary,1476,no,no,unknown,12,unknown,no,79
31,yes,admin.,single,tertiary,676,yes,no,cellular,2,other,yes,251
32,no,admin.,married,secondary,86,yes,no,unknown,1,unknown,no,0
38,no,blue-collar,married,secondary,961,yes,no,unknown,1,unknown,no,56
34,yes,technician,married,tertiary,149,no,no,cellular,2,unknown,yes,75
53,no,technician,divorced,secondary,1301,yes,no,unknown,1,unknown,no,74
37,no,technician,divorced,secondary,566,yes,no,cellular,2,unknown,no,40
30,yes,student,single,unknown,4468,no,no,cellular,1,unknown,yes,1582
59,yes,retired,married,tertiary,9676,no,no,telephone,2,unknown,yes,3397
36,no,technician,single,secondary,1228,yes,no,cellular,3,unknown,yes,65
31,no,entrepreneur,single,tertiary,247,yes,yes,unknown,1,unknown,no,32
58,yes,retired,married,secondary,1604,yes,no,unknown,3,unknown,no,571
32,no,services,single,secondary,2251,yes,yes,cellular,1,failure,no,122
58,yes,management,married,tertiary,1227,no,no,cellular,2,success,yes,441
49,no,management,married,tertiary,223,no,no,cellular,22,unknown,no,43
33,no,services,single,primary,92,yes,no,cellular,11,unknown,no,0
48,no,blue-collar,married,primary,266,no,no,telephone,5,unknown,no,32
35,no,management,single,tertiary,2646,no,no,cellular,1,success,yes,157
55,yes,retired,divorced,secondary,1580,no,yes,unknown,1,unknown,yes,562
33,no,services,single,secondary,310,yes,no,cellular,2,failure,no,35
39,yes,technician,married,primary,1846,no,no,cellular,5,unknown,no,646
37,no,technician,married,secondary,1458,no,no,cellular,1,success,no,83
30,yes,management,single,tertiary,3340,no,no,cellular,3,unknown,yes,1183
36,no,blue-collar,married,secondary,0,no,no,cellular,1,unknown,no,0
31,no,admin.,married,secondary,10,no,no,cellular,4,unknown,no,0
49,no,self-employed,married,secondary,294,yes,no,unknown,3,unknown,no,0
59,no,management,single,secondary,671,yes,yes,cellular,2,failure,no,39
38,no,technician,single,secondary,283,yes,no,unknown,1,unknown,no,0
31,no,management,single,tertiary,775,yes,no,cellular,1,failure,no,66
38,no,unemployed,single,tertiary,0,no,no,cellular,2,unknown,no,0
32,no,management,single,tertiary,2134,no,no,cellular,2,unknown,no,138
71,yes,retired,divorced,primary,275,no,no,cellular,1,success,yes,115
53,no,services,married,secondary,-2,yes,yes,cellular,2,unknown,no,0
42,no,self-employed,married,tertiary,-266,no,yes,unknown,1,unknown,no,0
43,no,management,married,tertiary,3529,yes,no,cellular,3,unknown,no,196
40,yes,admin.,married,tertiary,764,yes,no,unknown,1,unknown,yes,286
34,no,management,married,tertiary,1293,yes,no,cellular,2,unknown,no,84
46,no,housemaid,married,primary,304,no,no,cellular,5,unknown,no,30
57,no,retired,divorced,secondary,39,yes,no,cellular,3,unknown,no,0
56,no,services,married,primary,966,no,yes,cellular,1,unknown,no,69
31,no,blue-collar,married,secondary,1664,yes,no,cellular,1,success,no,91
53,no,technician,married,tertiary,1405,yes,yes,cellular,1,failure,no,74
60,no,retired,divorced,primary,61,yes,no,telephone,2,unknown,no,0
43,no,technician,married,secondary,328,no,no,cellular,2,unknown,no,45
54,no,unemployed,divorced,secondary,550,no,no,cellular,1,unknown,no,43
34,no,management,married,secondary,42,no,no,cellular,3,unknown,no,0
50,no,management,divorced,tertiary,0,no,no,cellular,2,unknown,no,31
30,yes,technician,married,secondary,455,yes,no,cellular,1,unknown,yes,162
32,no,blue-collar,married,unknown,1267,yes,no,cellular,2,unknown,no,91
39,yes,technician,single,secondary,4646,yes,no,cellular,1,unknown,yes,1646
34,no,blue-collar,married,secondary,2542,yes,no,cellular,1,unknown,no,141
40,no,blue-collar,married,secondary,877,yes,no,unknown,6,unknown,no,56
31,no,management,married,tertiary,2994,yes,no,cellular,1,failure,no,176
54,yes,unemployed,divorced,secondary,1664,no,no,cellular,3,unknown,yes,600
43,no,blue-collar,married,secondary,-7,no,no,unknown,1,unknown,no,0
50,no,management,married,secondary,2910,no,no,telephone,1,failure,no,168
37,no,services,divorced,primary,0,yes,no,unknown,2,unknown,no,0
37,no,technician,married,secondary,448,no,no,cellular,3,unknown,no,54
40,no,management,single,tertiary,1509,no,no,cellular,2,failure,no,102
36,yes,student,single,tertiary,129,no,no,cellular,1,success,yes,58
31,yes,technician,single,tertiary,1109,no,no,cellular,1,failure,yes,399
43,yes,management,married,tertiary,3518,no,no,cellular,2,unknown,yes,1239
50,no,unemployed,married,secondary,1772,no,no,cellular,4,unknown,no,116
58,no,management,married,tertiary,0,yes,no,cellular,1,failure,no,0
43,no,blue-collar,married,primary,823,yes,no,telephone,12,unknown,no,71
43,yes,management,married,tertiary,1059,no,yes,cellular,2,unknown,yes,402
45,no,services,married,secondary,75,yes,yes,unknown,2,unknown,no,0
36,no,services,married,tertiary,301,no,no,cellular,1,unknown,no,0
33,yes,self-employed,single,tertiary,61,no,no,cellular,3,unknown,yes,60
35,no,housemaid,married,primary,8127,no,no,unknown,1,unknown,no,424
35,no,entrepreneur,married,secondary,4872,yes,no,cellular,3,unknown,no,248
45,no,housemaid,married,secondary,16358,no,no,telephone,1,unknown,no,838
43,yes,retired,married,secondary,860,no,no,telephone,1,unknown,yes,331
32,no,blue-collar,divorced,secondary,0,yes,no,unknown,2,unknown,no,0
36,no,management,single,tertiary,2646,no,no,cellular,1,success,yes,148
30,no,student,single,tertiary,7529,no,no,cellular,6,success,yes,390
51,yes,management,married,tertiary,248,yes,yes,cellular,3,unknown,no,103
34,no,admin.,married,secondary,255,no,yes,telephone,10,unknown,no,0
27,no,management,single,tertiary,338,no,yes,cellular,1,unknown,no,42
44,no,technician,married,secondary,16486,yes,yes,cellular,3,unknown,no,836
65,yes,retired,married,secondary,571,yes,no,cellular,1,success,yes,217
58,no,blue-collar,married,secondary,6004,yes,no,cellular,1,failure,no,319
47,no,retired,married,primary,197,no,no,unknown,2,unknown,no,33
30,no,technician,single,tertiary,53,no,no,cellular,1,success,no,42
35,yes,management,single,tertiary,-324,no,yes,cellular,11,unknown,yes,0
31,no,admin.,married,secondary,713,yes,no,cellular,1,unknown,no,50
49,no,blue-collar,married,secondary,298,yes,no,cellular,2,failure,no,0
31,no,admin.,divorced,secondary,11,yes,no,cellular,7,other,no,0
31,no,technician,single,secondary,3701,no,no,cellular,3,unknown,no,210
28,yes,management,single,tertiary,9314,no,no,cellular,2,unknown,yes,3283
34,yes,management,single,unknown,6013,yes,no,cellular,1,unknown,yes,2115
57,yes,management,married,tertiary,372,no,no,cellular,3,unknown,yes,121
50,no,services,married,primary,12,yes,no,cellular,1,unknown,no,0
58,yes,management,divorced,tertiary,5037,yes,no,cellular,2,unknown,yes,1775
30,yes,technician,single,secondary,158,no,no,cellular,1,unknown,yes,46
70,no,retired,divorced,primary,828,no,no,cellular,1,unknown,no,70
33,yes,student,married,secondary,1536,no,no,cellular,1,success,yes,545
49,yes,blue-collar,divorced,secondary,10613,no,yes,cellular,1,unknown,yes,3727
33,no,management,married,tertiary,621,no,no,cellular,3,failure,no,47
57,no,retired,married,primary,0,yes,no,cellular,2,failure,no,0
33,no,unemployed,single,secondary,1173,no,no,cellular,3,unknown,no,80
49,yes,housemaid,divorced,primary,198,yes,no,unknown,3,unknown,no,96
29,yes,management,single,tertiary,3041,yes,no,cellular,3,unknown,yes,1079
49,yes,technician,married,tertiary,3726,no,no,cellular,2,unknown,yes,1328
28,no,student,single,secondary,293,no,no,cellular,3,unknown,no,0
34,no,blue-collar,married,secondary,34,no,no,cellular,1,unknown,no,0
49,no,services,divorced,secondary,1162,no,no,cellular,1,unknown,no,74
32,no,management,married,tertiary,62,yes,no,telephone,1,unknown,no,33
44,no,management,single,tertiary,639,no,no,cellular,12,unknown,no,44
45,no,management,married,tertiary,0,no,no,cellular,2,unknown,no,0
57,no,retired,married,secondary,12917,yes,no,unknown,3,unknown,no,660
40,no,management,married,tertiary,30,yes,no,cellular,6,unknown,no,0
47,no,blue-collar,married,primary,214,yes,yes,unknown,1,unknown,no,0
29,no,admin.,single,tertiary,200,yes,no,cellular,1,other,no,0
37,yes,student,single,unknown,444,no,no,cellular,5,unknown,yes,180
27,yes,management,single,tertiary,390,no,no,cellular,2,failure,yes,150
56,no,retired,married,secondary,0,no,yes,cellular,4,unknown,no,0
36,no,admin.,single,tertiary,364,no,yes,cellular,1,failure,yes,45
27,no,services,single,secondary,3791,yes,no,unknown,1,unknown,no,211
45,no,admin.,single,secondary,375,no,yes,unknown,1,failure,no,0
46,no,services,married,secondary,2202,yes,no,cellular,2,unknown,no,142
37,no,blue-collar,married,primary,3154,yes,no,unknown,3,unknown,no,183
60,no,retired,married,primary,1216,no,no,cellular,1,unknown,no,74
46,no,entrepreneur,married,unknown,676,yes,yes,unknown,3,unknown,no,51
29,no,management,single,tertiary,1895,no,no,cellular,6,unknown,no,120
56,no,services,married,unknown,628,no,no,cellular,2,unknown,no,41
48,no,housemaid,married,primary,332,yes,no,cellular,1,unknown,no,37
49,no,blue-collar,married,secondary,787,yes,no,unknown,1,unknown,no,47
63,yes,blue-collar,married,secondary,641,no,no,cellular,2,unknown,yes,227
39,no,housemaid,single,secondary,2022,no,no,unknown,1,unknown,no,124
36,no,self-employed,single,tertiary,134,no,yes,unknown,1,unknown,no,0
46,no,blue-collar,married,secondary,4707,yes,no,unknown,8,unknown,no,258
47,yes,services,married,secondary,367,yes,no,cellular,4,unknown,yes,126
45,no,services,married,secondary,744,yes,no,cellular,2,failure,no,57
58,yes,admin.,married,secondary,145,yes,no,telephone,13,unknown,yes,69
43,yes,blue-collar,married,unknown,-715,yes,no,unknown,3,unknown,no,0
27,yes,technician,single,tertiary,372,yes,yes,cellular,2,unknown,yes,150
29,yes,management,single,tertiary,2531,no,no,cellular,1,unknown,yes,910
35,yes,admin.,married,secondary,2374,yes,no,cellular,2,success,yes,844
30,yes,management,single,secondary,24,no,no,cellular,4,unknown,no,0
26,yes,student,single,secondary,132,no,no,cellular,1,success,yes,59
38,no,blue-collar,single,tertiary,14058,no,no,telephone,20,unknown,no,706
34,yes,technician,married,secondary,0,yes,no,cellular,2,success,yes,0
48,yes,blue-collar,married,secondary,292,no,no,cellular,1,success,yes,104
56,no,retired,married,secondary,0,no,no,cellular,3,unknown,no,0
38,no,housemaid,divorced,secondary,70,no,no,cellular,3,success,yes,31
37,no,management,married,tertiary,308,yes,no,unknown,3,unknown,no,50
39,no,technician,single,secondary,391,no,yes,cellular,4,unknown,yes,32
49,yes,management,married,tertiary,85,yes,no,cellular,5,other,yes,37
38,no,unknown,married,unknown,653,no,no,telephone,18,unknown,no,43
37,no,management,divorced,tertiary,0,yes,no,cellular,8,failure,no,0
63,yes,self-employed,married,tertiary,-39,no,no,cellular,2,unknown,yes,0
52,yes,management,married,tertiary,576,no,no,cellular,3,unknown,yes,228
26,yes,unemployed,single,secondary,632,no,no,cellular,1,unknown,yes,221
42,yes,self-employed,married,secondary,1216,yes,no,cellular,1,failure,yes,426
61,yes,self-employed,married,tertiary,10861,no,no,cellular,1,success,yes,3820
46,no,services,married,secondary,53,no,yes,cellular,3,unknown,no,0
45,no,blue-collar,married,primary,959,yes,no,unknown,1,unknown,no,47
59,yes,retired,married,secondary,3382,yes,no,unknown,1,unknown,no,1191
24,no,unemployed,single,secondary,2696,no,no,cellular,2,unknown,no,171
33,yes,self-employed,single,tertiary,94,yes,no,cellular,2,unknown,yes,55
32,no,blue-collar,single,primary,1450,yes,no,cellular,6,other,no,95
55,no,services,married,secondary,2990,yes,no,cellular,1,unknown,no,172
31,no,management,married,tertiary,303,yes,no,unknown,1,unknown,no,0
57,no,management,married,tertiary,17118,yes,no,cellular,1,unknown,no,864
31,no,admin.,single,secondary,78,yes,no,cellular,1,other,no,0
76,yes,retired,married,tertiary,2991,no,no,cellular,1,success,yes,1054
57,no,technician,married,secondary,0,no,no,cellular,6,unknown,no,41
32,no,technician,married,secondary,485,no,no,cellular,14,unknown,no,60
43,no,management,married,tertiary,11754,no,no,cellular,2,unknown,no,605
29,no,technician,single,secondary,205,yes,no,cellular,1,failure,no,34
58,yes,blue-collar,married,primary,3109,no,no,cellular,1,success,yes,1108
33,no,unemployed,single,tertiary,1974,no,no,cellular,2,failure,yes,123
49,yes,self-employed,married,secondary,357,no,no,cellular,4,unknown,no,154
54,no,retired,married,primary,235,no,yes,cellular,5,unknown,no,0
51,yes,technician,married,secondary,2937,no,no,telephone,3,unknown,no,1046
46,no,management,married,tertiary,-71,yes,yes,telephone,2,unknown,no,30
46,yes,housemaid,divorced,primary,2084,yes,no,cellular,2,unknown,yes,736
36,yes,management,married,tertiary,254,no,no,cellular,2,unknown,yes,110
23,no,housemaid,married,tertiary,1226,no,no,cellular,4,unknown,no,69
29,no,admin.,married,secondary,5605,yes,no,unknown,2,unknown,no,301
27,yes,blue-collar,single,secondary,535,no,no,cellular,1,success,yes,183
35,no,admin.,single,secondary,0,yes,yes,telephone,3,unknown,no,0
44,no,management,married,tertiary,5581,no,no,cellular,2,unknown,no,286
32,yes,blue-collar,married,primary,-454,yes,yes,cellular,5,failure,yes,0
33,no,self-employed,married,tertiary,627,yes,no,cellular,2,unknown,no,47
30,no,management,single,secondary,0,no,no,cellular,5,unknown,no,0
47,no,admin.,married,secondary,1265,no,no,cellular,2,unknown,no,73
34,no,management,single,tertiary,0,no,no,cellular,3,unknown,no,36
37,no,services,single,primary,0,no,yes,cellular,6,other,no,0
32,no,management,single,tertiary,258,yes,no,cellular,4,unknown,no,42
32,yes,blue-collar,married,secondary,-1,yes,no,unknown,1,unknown,yes,0
30,yes,housemaid,married,primary,462,no,yes,cellular,3,unknown,no,173
34,yes,student,single,unknown,1011,no,no,cellular,1,unknown,yes,366
79,yes,retired,married,secondary,723,no,no,telephone,1,failure,yes,259
35,yes,management,married,tertiary,4124,yes,no,cellular,2,other,yes,1451
33,no,blue-collar,divorced,secondary,1,no,no,unknown,5,unknown,no,0
49,no,technician,divorced,secondary,342,no,yes,cellular,3,unknown,no,33
49,no,management,married,secondary,543,yes,no,unknown,3,unknown,no,45
32,no,blue-collar,single,secondary,259,yes,no,cellular,3,failure,no,33
30,yes,blue-collar,single,secondary,953,yes,no,unknown,2,unknown,yes,361
35,no,services,married,secondary,5,no,no,cellular,2,unknown,no,0
40,yes,blue-collar,married,secondary,1012,yes,no,cellular,1,unknown,no,362
29,yes,management,single,tertiary,1170,no,no,cellular,1,unknown,yes,418
42,no,blue-collar,married,primary,163,yes,no,unknown,6,unknown,no,33
56,no,retired,married,secondary,654,no,yes,cellular,4,unknown,no,44
39,no,management,married,tertiary,1209,no,no,cellular,1,unknown,no,93
37,no,management,married,tertiary,1852,no,no,cellular,2,failure,no,113
59,no,blue-collar,married,primary,0,no,no,cellular,1,unknown,no,0
60,no,admin.,married,secondary,12980,no,no,cellular,2,success,no,679
59,yes,unemployed,married,secondary,957,no,no,cellular,1,success,yes,342
36,no,services,married,secondary,417,no,yes,telephone,5,unknown,no,0
33,no,management,single,tertiary,0,no,no,cellular,2,unknown,no,0
32,no,management,married,tertiary,2853,yes,yes,cellular,1,unknown,no,151
51,no,blue-collar,married,secondary,1779,yes,no,unknown,2,unknown,no,110
58,yes,management,divorced,tertiary,5701,no,no,cellular,1,success,yes,2019
33,no,admin.,married,tertiary,4984,yes,no,cellular,2,unknown,no,262
28,no,student,single,tertiary,3,no,no,cellular,2,other,no,0
50,no,technician,married,primary,-315,no,yes,cellular,1,unknown,no,0
35,yes,management,single,tertiary,992,no,yes,cellular,1,unknown,yes,369
36,yes,technician,single,secondary,-487,yes,no,cellular,1,unknown,yes,0
33,no,management,married,tertiary,3,yes,no,cellular,7,unknown,no,48
53,yes,blue-collar,married,unknown,2509,no,no,telephone,2,unknown,yes,897
52,no,management,married,tertiary,583,no,no,cellular,1,failure,no,54
32,no,technician,married,secondary,0,no,no,cellular,3,unknown,no,0
53,no,blue-collar,married,primary,465,yes,no,cellular,2,unknown,no,44
44,no,management,married,tertiary,474,yes,yes,unknown,4,unknown,no,48
31,no,unemployed,married,secondary,20,no,no,telephone,1,unknown,no,0
34,no,services,married,secondary,295,yes,yes,cellular,1,unknown,no,0
30,no,technician,married,secondary,289,yes,no,cellular,4,unknown,yes,34
37,yes,technician,married,secondary,0,yes,no,cellular,3,unknown,yes,0
46,no,blue-collar,single,secondary,521,yes,no,cellular,1,unknown,no,38
32,no,unemployed,single,secondary,331,yes,no,unknown,2,unknown,no,0
28,no,admin.,single,tertiary,1773,yes,no,cellular,1,unknown,no,116
50,no,services,married,secondary,901,yes,no,unknown,6,unknown,no,46
39,no,management,single,tertiary,168,no,no,cellular,9,unknown,no,38
44,no,housemaid,married,primary,26,yes,no,cellular,2,unknown,no,0
48,no,blue-collar,married,secondary,3776,no,no,telephone,4,unknown,no,214
35,no,admin.,married,secondary,0,no,no,cellular,11,unknown,no,0
43,no,retired,married,primary,222,no,no,cellular,2,unknown,no,0
55,no,blue-collar,divorced,primary,0,no,no,unknown,1,unknown,no,0
39,yes,technician,married,secondary,10685,yes,no,cellular,9,unknown,yes,3729
40,no,blue-collar,married,primary,-35,yes,no,cellular,3,unknown,no,0
44,yes,technician,married,secondary,1371,no,no,cellular,3,unknown,no,492
52,no,admin.,married,secondary,82,yes,yes,telephone,4,unknown,no,0
44,no,blue-collar,married,secondary,268,no,no,cellular,5,unknown,no,0
42,no,blue-collar,married,primary,1556,no,yes,cellular,1,unknown,no,91
36,no,admin.,single,secondary,115,no,no,cellular,3,failure,no,35
26,no,management,single,tertiary,2725,no,no,cellular,1,unknown,no,178
42,no,admin.,married,secondary,445,yes,no,unknown,1,unknown,no,40
49,no,blue-collar,divorced,primary,-9,yes,yes,unknown,1,unknown,no,0
37,no,blue-collar,married,primary,693,yes,no,unknown,3,unknown,no,62
35,no,blue-collar,divorced,secondary,-566,yes,no,cellular,2,failure,no,0
44,no,blue-collar,married,primary,186,yes,no,cellular,1,failure,no,36
34,yes,blue-collar,married,secondary,243,yes,no,cellular,1,unknown,yes,98
38,no,admin.,single,unknown,0,yes,no,cellular,2,unknown,no,0
36,no,blue-collar,married,secondary,79,yes,yes,cellular,2,unknown,no,0
47,yes,housemaid,single,tertiary,3727,no,no,unknown,6,unknown,yes,1327
36,no,blue-collar,married,secondary,198,yes,no,unknown,2,unknown,no,0
39,no,management,single,tertiary,-145,yes,no,cellular,2,failure,no,0
30,yes,blue-collar,married,secondary,61,yes,no,cellular,1,unknown,yes,0
38,no,blue-collar,married,primary,-326,yes,no,unknown,3,unknown,no,0
26,no,student,single,secondary,766,no,no,cellular,6,unknown,no,62
30,yes,self-employed,married,tertiary,1785,no,no,unknown,1,unknown,yes,640
41,no,technician,married,secondary,712,no,no,cellular,2,unknown,no,62
24,no,student,single,tertiary,1592,no,no,cellular,3,other,no,112
30,yes,blue-collar,single,unknown,0,yes,no,unknown,1,unknown,no,0
59,yes,services,married,secondary,2965,yes,no,cellular,3,unknown,yes,1045
